Modified Main charge,Court Days,Prep Hours
Sexual Assault,38,331
Sexual Assault,38,366
Sexual Assault,37,284
Sexual Assault,37,299
Sexual Assault,37,329
Sexual Assault,37,333
Sexual Assault,36,281
Sexual Assault,36,323
Sexual Assault,36,335
Sexual Assault,36,337
Sexual Assault,35,277
Sexual Assault,35,291
Sexual Assault,35,309
Sexual Assault,35,334
Sexual Assault,34,324
Sexual Assault,34,334
Sexual Assault,33,275
Sexual Assault,33,284
Sexual Assault,33,299
Sexual Assault,33,302
Sexual Assault,33,305
Sexual Assault,33,309
Sexual Assault,33,322
Sexual Assault,33,356
Sexual Assault,33,360
Sexual Assault,32,305
Sexual Assault,32,320
Sexual Assault,32,346
Sexual Assault,32,349
Sexual Assault,32,364
Sexual Assault,32,364
Sexual Assault,31,306
Sexual Assault,31,350
Sexual Assault,30,290
Sexual Assault,30,302
Sexual Assault,30,344
Sexual Assault,30,850
Sexual Assault,29,301
Sexual Assault,29,342
Sexual Assault,28,298
Sexual Assault,28,334
Sexual Assault,28,351
Sexual Assault,27,320
Sexual Assault,26,296
Sexual Assault,26,360
Sexual Assault,25,300
Sexual Assault,25,310
Sexual Assault,25,340
Sexual Assault,25,340.75
Sexual Assault,25,350
Sexual Assault,25,371.15
Sexual Assault,24,375
Sexual Assault,23,300
Sexual Assault,23,300
Sexual Assault,22,300
Sexual Assault,22,325
Sexual Assault,22,355
Sexual Assault,21,250
Sexual Assault,21,300
Sexual Assault,21,310
Sexual Assault,21,350
Sexual Assault,20,250
Sexual Assault,20,270
Sexual Assault,20,280
Sexual Assault,20,305
Sexual Assault,20,350
Sexual Assault,19,248
Sexual Assault,19,250
Sexual Assault,19,275
Sexual Assault,19,275
Sexual Assault,19,305
Sexual Assault,18,225
Sexual Assault,18,240
Sexual Assault,18,245
Sexual Assault,18,250
Sexual Assault,18,275
Sexual Assault,18,300
Sexual Assault,17,245
Sexual Assault,17,247
Sexual Assault,17,250
Sexual Assault,17,260
Sexual Assault,17,275
Sexual Assault,17,275
Sexual Assault,17,300
Sexual Assault,17,350
Sexual Assault,16,225
Sexual Assault,16,250
Sexual Assault,16,252
Sexual Assault,16,270
Sexual Assault,16,300
Sexual Assault,15,200
Sexual Assault,15,225
Sexual Assault,15,235.8
Sexual Assault,15,255
Sexual Assault,15,265
Sexual Assault,15,300
Sexual Assault,15,350
Sexual Assault,15,350.5
Sexual Assault,14,225
Sexual Assault,14,225
Sexual Assault,14,235
Sexual Assault,14,350
Sexual Assault,14,350
Sexual Assault,13,220
Sexual Assault,13,235
Sexual Assault,13,275
Sexual Assault,13,328
Sexual Assault,12,200
Sexual Assault,12,225
Sexual Assault,12,230
Sexual Assault,12,275
Sexual Assault,12,280
Sexual Assault,12,300
Sexual Assault,11,200
Sexual Assault,11,225
Sexual Assault,11,275
Sexual Assault,10,170
Sexual Assault,10,175
Sexual Assault,10,180
Sexual Assault,10,200
Sexual Assault,10,200
Sexual Assault,10,200
Sexual Assault,10,200
Sexual Assault,10,210
Sexual Assault,10,210
Sexual Assault,10,220
Sexual Assault,10,225
Sexual Assault,10,225
Sexual Assault,10,230
Sexual Assault,10,230
Sexual Assault,10,275
Sexual Assault,9,200
Sexual Assault,9,200
Sexual Assault,9,235
Sexual Assault,9,240
Sexual Assault,9,250
Sexual Assault,8,200
Sexual Assault,8,200
Sexual Assault,8,230
Sexual Assault,8,238.38
Sexual Assault,8,250
Sexual Assault,7,175
Sexual Assault,7,190
Sexual Assault,7,200
Sexual Assault,7,200
Sexual Assault,7,210
Sexual Assault,7,210
Sexual Assault,7,212
Sexual Assault,7,232
Sexual Assault,7,275
Sexual Assault,7,280
Sexual Assault,7,285
Sexual Assault,6,180
Sexual Assault,6,205
Sexual Assault,6,208
Sexual Assault,5,180
Sexual Assault,5,200
Sexual Assault,5,200
Sexual Assault,5,215
Sexual Assault,5,225
Sexual Assault,5,225
Sexual Assault,5,250
Sexual Assault,5,250
Sexual Assault,4,228
Sexual Assault,3,160
Sexual Assault,3,220
Weapons,45,355
Weapons,45,355
Weapons,45,780
Weapons,44,357
Weapons,44,358
Weapons,43,359
Weapons,43,375
Weapons,42,320
Weapons,42,320
Weapons,42,320
Weapons,42,360
Weapons,42,370
Weapons,41,325
Weapons,41,355
Weapons,40,330
Weapons,40,354
Weapons,39,320
Weapons,39,325
Weapons,39,340
Weapons,38,325
Weapons,38,328
Weapons,37,375
Weapons,36,370
Weapons,36,370
Weapons,35,360
Weapons,35,360
Weapons,34,325
Weapons,34,325
Weapons,33,310
Weapons,33,315
Weapons,32,325
Weapons,32,330
Weapons,31,315
Weapons,31,320
Weapons,30,310
Weapons,30,320
Weapons,30,320
Weapons,30,325
Weapons,30,328
Weapons,30,357
Weapons,30,360
Weapons,30,375
Weapons,30,390
Weapons,29,310
Weapons,29,318
Weapons,29,325
Weapons,29,325
Weapons,29,325
Weapons,29,345
Weapons,29,355
Weapons,29,370
Weapons,29,375
Weapons,29,391
Weapons,28,300
Weapons,28,320
Weapons,28,320
Weapons,28,325
Weapons,28,325
Weapons,28,340
Weapons,28,345
Weapons,28,355
Weapons,28,356
Weapons,28,375
Weapons,27,310
Weapons,27,319
Weapons,27,320
Weapons,27,320
Weapons,27,325
Weapons,27,341
Weapons,27,343
Weapons,27,345
Weapons,27,352
Weapons,27,359
Weapons,27,360
Weapons,26,318
Weapons,26,319
Weapons,26,319
Weapons,26,320
Weapons,26,320
Weapons,26,325
Weapons,26,335
Weapons,26,336
Weapons,26,337
Weapons,26,354
Weapons,26,370
Weapons,26,389
Weapons,25,330
Weapons,25,368
Weapons,24,325
Weapons,24,331
Weapons,24,335
Weapons,24,338.5
Weapons,24,343
Weapons,24,359
Weapons,23,323
Weapons,23,336
Weapons,23,338
Weapons,23,338.5
Weapons,23,357
Weapons,23,381
Weapons,22,300
Weapons,22,320
Weapons,22,334
Weapons,22,353
Weapons,22,373
Weapons,21,305
Weapons,21,320
Weapons,21,325
Weapons,20,270
Weapons,20,310
Weapons,19,245
Weapons,19,252
Weapons,19,270
Weapons,19,300
Weapons,18,245
Weapons,18,260
Weapons,18,260
Weapons,18,265
Weapons,18,270
Weapons,18,300
Weapons,18,325
Weapons,17,255
Weapons,17,265
Weapons,17,290
Weapons,17,300
Weapons,16,254
Weapons,16,261
Weapons,16,275
Weapons,16,300
Weapons,15,270
Weapons,15,280
Weapons,15,290
Weapons,15,305
Weapons,15,310
Weapons,15,340
Weapons,14,230
Weapons,14,255
Weapons,14,255
Weapons,14,256
Weapons,14,325
Weapons,13,220
Weapons,13,247
Weapons,13,257
Weapons,13,265
Weapons,13,325
Weapons,12,220
Weapons,12,220
Weapons,12,240
Weapons,12,243
Weapons,12,245
Weapons,12,248
Weapons,12,248
Weapons,12,274
Weapons,12,339.35
Weapons,11,215
Weapons,11,221
Weapons,11,249
Weapons,11,251
Weapons,10,210
Weapons,10,252
Weapons,10,253
Weapons,9,236
Weapons,9,240
Weapons,9,254
Weapons,8,225
Weapons,8,234.3
Weapons,8,255
Weapons,7,220
Weapons,7,220
Weapons,7,225
Weapons,7,252
Weapons,7,260
Weapons,7,275
Weapons,6,200
Weapons,6,225
Weapons,6,257
Weapons,5,200
Weapons,5,225
Weapons,5,245
Weapons,5,247
Weapons,5,265
Weapons,4,113.9
Weapons,4,200
Weapons,4,222.85
Weapons,4,240
Weapons,4,258
Weapons,3,150
Weapons,3,200
Weapons,2,150
Weapons,2,200
